check,Name,test_code,source,Section,module_type,Domain,Sub-Domain,Tags,Status,Duplicates,Marked,Sort-Util
No,CBD1.02L.07,CBD1,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,CBD1.02.08 (https://www.notion.so/CBD1-02-08-b301dc580c174f3286c151a48edde251?pvs=21),,C
No,CBD1.02L.06,CBD1,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,CBDL-1.1.04 (https://www.notion.so/CBDL-1-1-04-b4cc9f37747543f8bcd2789c77bd4525?pvs=21),,A
No,CBD1.02L.05,CBD1,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,CBDL-1.2.03 (https://www.notion.so/CBDL-1-2-03-76379ca4d0e64afeb25f98068178b811?pvs=21),,A
No,CBD1.02L.04,CBD1,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,CBDL-1.1.03 (https://www.notion.so/CBDL-1-1-03-42ca72c1cbf342108c4ea0136dd98adb?pvs=21),,B
No,CBD1.02L.03,CBD1,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,CBDL-1.1.01 (https://www.notion.so/CBDL-1-1-01-f2b981b09e624c90a2bb094bae4a1d96?pvs=21),,A
No,CBD1.02L.02,CBD1,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,CBDL-1.1.05 (https://www.notion.so/CBDL-1-1-05-e3fd31b114ea4dacae8003679daeab84?pvs=21),,B
No,CBD1.02L.01,CBD1,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,C
No,CBD1.02.27,CBD1,digital,RW,adapted_upper,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD1.02.26,CBD1,digital,RW,adapted_upper,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD1.02.25,CBD1,digital,RW,adapted_upper,expression-of-ideas,transitions,,,,,
No,CBD1.02.24,CBD1,digital,RW,adapted_upper,expression-of-ideas,transitions,,,,,
No,CBD1.02.23,CBD1,digital,RW,adapted_upper,expression-of-ideas,transitions,,,,,
No,CBD1.02.22,CBD1,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD1.02.21,CBD1,digital,RW,adapted_upper,standard-English-conventions,verbs,,,,,
No,CBD1.02.20,CBD1,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD1.02.19,CBD1,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD1.02.18,CBD1,digital,RW,adapted_upper,standard-English-conventions,verbs,,,,,
No,CBD1.02.17,CBD1,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD1.02.16,CBD1,digital,RW,adapted_upper,information-and-ideas,inferences,,,,,
No,CBD1.02.15,CBD1,digital,RW,adapted_upper,information-and-ideas,inferences,,,,,
No,CBD1.02.14,CBD1,digital,RW,adapted_upper,information-and-ideas,inferences,,,,,
No,CBD1.02.13,CBD1,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD1.02.12,CBD1,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD1.02.11,CBD1,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD1.02.10,CBD1,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD1.02.09,CBD1,digital,RW,adapted_upper,information-and-ideas,central-ideas-and-details,,,,,
No,CBD1.02.08,CBD1,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,CBD1.02L.07 (https://www.notion.so/CBD1-02L-07-572ccf8d0c1641968c4aa33065c4bce3?pvs=21),,C
No,CBD1.02.07,CBD1,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,CBDL-1.2.07 (https://www.notion.so/CBDL-1-2-07-c92a1f584772467dbcffba618ff7a260?pvs=21),,B
No,CBD1.02.06,CBD1,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,A
No,CBD1.02.05,CBD1,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,CBDL-1.2.04 (https://www.notion.so/CBDL-1-2-04-c5d02d6cc15a40c2a9eb77ebc3999589?pvs=21),,B
No,CBD1.02.04,CBD1,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,B
No,CBD1.02.03,CBD1,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,B
No,CBD1.02.02,CBD1,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,B
No,CBD1.02.01,CBD1,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,B
No,CBD1.01.27,CBD1,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD1.01.26,CBD1,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD1.01.25,CBD1,digital,RW,standard,expression-of-ideas,transitions,,,,,
No,CBD1.01.24,CBD1,digital,RW,standard,expression-of-ideas,transitions,,,,,
No,CBD1.01.23,CBD1,digital,RW,standard,expression-of-ideas,transitions,,,,,
No,CBD1.01.22,CBD1,digital,RW,standard,expression-of-ideas,transitions,,,,,
No,CBD1.01.21,CBD1,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD1.01.20,CBD1,digital,RW,standard,standard-English-conventions,pronouns-and-nouns,,,,,
No,CBD1.01.19,CBD1,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD1.01.18,CBD1,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD1.01.17,CBD1,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD1.01.16,CBD1,digital,RW,standard,standard-English-conventions,verbs,,,,,
No,CBD1.01.15,CBD1,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD1.01.14,CBD1,digital,RW,standard,information-and-ideas,inferences,,,,,
No,CBD1.01.13,CBD1,digital,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD1.01.12,CBD1,digital,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD1.01.11,CBD1,digital,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD1.01.10,CBD1,digital,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD1.01.09,CBD1,digital,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD1.01.08,CBD1,digital,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBD1.01.07,CBD1,digital,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBD1.01.06,CBD1,digital,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBD1.01.05,CBD1,digital,RW,standard,craft-and-structure,cross-text-connections,,,,,
No,CBD1.01.04,CBD1,digital,RW,standard,craft-and-structure,structure-and-purpose,function-of-underlined,,CBDL4.01.08 (https://www.notion.so/CBDL4-01-08-bed8b878160b4e6bbef6abff7cee2e62?pvs=21),,C
No,CBD1.01.03,CBD1,digital,RW,standard,craft-and-structure,structure-and-purpose,function-of-underlined,,CBDL3.01.10 (https://www.notion.so/CBDL3-01-10-228797146af341fdabd067e52c82007d?pvs=21),,C
No,CBD1.01.02,CBD1,digital,RW,standard,craft-and-structure,words-in-context,,,,,B
No,CBD1.01.01,CBD1,digital,RW,standard,craft-and-structure,words-in-context,,,,,C
No,CBD2.01.27,CBD2,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD2.01.26,CBD2,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD2.01.25,CBD2,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD2.01.24,CBD2,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD2.01.23,CBD2,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD2.01.22,CBD2,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD2.01.21,CBD2,digital,RW,standard,expression-of-ideas,transitions,,,,,
No,CBD2.01.20,CBD2,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD2.01.19,CBD2,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD2.01.18,CBD2,digital,RW,standard,standard-English-conventions,modifier-placement,,,,,
No,CBD2.01.17,CBD2,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD2.01.16,CBD2,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD2.01.15,CBD2,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD2.01.14,CBD2,digital,RW,standard,information-and-ideas,inferences,,,,,
No,CBD2.01.13,CBD2,digital,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD2.01.12,CBD2,digital,RW,standard,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD2.01.11,CBD2,digital,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD2.01.10,CBD2,digital,RW,standard,craft-and-structure,structure-and-purpose,main-purpose,,CBDL-1.1.11 (https://www.notion.so/CBDL-1-1-11-2f972109dc8948f3b16ba73e472305e8?pvs=21),,A
No,CBD2.01.09,CBD2,digital,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBD2.01.08,CBD2,digital,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBD2.01.07,CBD2,digital,RW,standard,craft-and-structure,structure-and-purpose,overall-structure,,,,B
No,CBD2.01.06,CBD2,digital,RW,standard,craft-and-structure,structure-and-purpose,function-of-underlined,,,,C
No,CBD2.01.05,CBD2,digital,RW,standard,craft-and-structure,structure-and-purpose,main-purpose,,CBDL3.02.05 (https://www.notion.so/CBDL3-02-05-19094fcfef994b2299d4673354c697c5?pvs=21),,A
No,CBD2.01.04,CBD2,digital,RW,standard,craft-and-structure,words-in-context,,,,,B
No,CBD2.01.03,CBD2,digital,RW,standard,craft-and-structure,words-in-context,,,,,B
No,CBD2.01.02,CBD2,digital,RW,standard,craft-and-structure,words-in-context,,,,,A
No,CBD2.01.01,CBD2,digital,RW,standard,craft-and-structure,words-in-context,,,,,A
No,CBD2.02L.27,CBD2,digital,RW,adapted_lower,expression-of-ideas,transitions,,,,,
No,CBD2.02L.26,CBD2,digital,RW,adapted_lower,expression-of-ideas,transitions,,,,,
No,CBD2.02L.25,CBD2,digital,RW,adapted_lower,expression-of-ideas,transitions,,,,,
No,CBD2.02L.24,CBD2,digital,RW,adapted_lower,expression-of-ideas,transitions,,,,,
No,CBD2.02L.23,CBD2,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD2.02L.22,CBD2,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD2.02L.21,CBD2,digital,RW,adapted_lower,standard-English-conventions,possessives,,,,,
No,CBD2.02L.20,CBD2,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD2.02L.19,CBD2,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD2.02L.18,CBD2,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD2.02L.17,CBD2,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD2.02L.16,CBD2,digital,RW,adapted_lower,standard-English-conventions,verbs,,,,,
No,CBD2.02L.15,CBD2,digital,RW,adapted_lower,information-and-ideas,inferences,,,,,
No,CBD2.02L.14,CBD2,digital,RW,adapted_lower,information-and-ideas,inferences,,,,,
No,CBD2.02L.13,CBD2,digital,RW,adapted_lower,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD2.02L.12,CBD2,digital,RW,adapted_lower,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD2.02L.11,CBD2,digital,RW,adapted_lower,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD2.02L.10,CBD2,digital,RW,adapted_lower,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD2.02L.09,CBD2,digital,RW,adapted_lower,information-and-ideas,central-ideas-and-details,,,,,
No,CBD2.02L.08,CBD2,digital,RW,adapted_lower,craft-and-structure,cross-text-connections,,,,,
No,CBD2.02L.07,CBD2,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,A
No,CBD2.02L.06,CBD2,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,B
No,CBD2.02L.05,CBD2,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,B
No,CBD2.02L.04,CBD2,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,B
No,CBD2.02L.03,CBD2,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,B
No,CBD2.02L.02,CBD2,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,B
No,CBD2.02L.01,CBD2,digital,RW,adapted_lower,craft-and-structure,words-in-context,,,,,C
No,CBD2.03.22,CBD2,digital,M,standard,advanced-math,quadratics,,,,,
No,CBD2.03.21,CBD2,digital,M,standard,problem-solving-and-data-analysis,statistical-inferences,,,,,
No,CBD2.03.20,CBD2,digital,M,standard,advanced-math,quadratics,,,,,
No,CBD2.03.19,CBD2,digital,M,standard,algebra,,,,,,
No,CBD2.03.18,CBD2,digital,M,standard,advanced-math,cubics+,,,,,
No,CBD2.03.17,CBD2,digital,M,standard,geometry-and-trigonometry,circles,,,,,
No,CBD2.03.16,CBD2,digital,M,standard,algebra,linear-modelling,,,,,
No,CBD2.03.15,CBD2,digital,M,standard,advanced-math,non-linear-manipulation,,,,,
No,CBD2.03.14,CBD2,digital,M,standard,advanced-math,exponential-functions,,,,,
No,CBD2.03.13,CBD2,digital,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD2.03.12,CBD2,digital,M,standard,advanced-math,quadratics,,,,,
No,CBD2.03.11,CBD2,digital,M,standard,advanced-math,exponential-functions,,,,,
No,CBD2.03.10,CBD2,digital,M,standard,advanced-math,cubics+,,,,,
No,CBD2.03.09,CBD2,digital,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBD2.03.08,CBD2,digital,M,standard,advanced-math,quadratics,,,,,
No,CBD2.03.07,CBD2,digital,M,standard,advanced-math,exponential-functions,,,,,
No,CBD2.03.06,CBD2,digital,M,standard,problem-solving-and-data-analysis,percents,,,,,
No,CBD2.03.05,CBD2,digital,M,standard,geometry-and-trigonometry,3D,,,,,
No,CBD2.03.04,CBD2,digital,M,standard,algebra,linear-modelling,,,,,
No,CBD2.03.03,CBD2,digital,M,standard,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBD2.03.02,CBD2,digital,M,standard,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD2.03.01,CBD2,digital,M,standard,algebra,linear-equations-and-inequalities,,,,,
No,CBD2.04L.22,CBD2,digital,M,adapted_lower,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD2.04L.21,CBD2,digital,M,adapted_lower,algebra,linear-equations-and-inequalities,,,,,
No,CBD2.04L.20,CBD2,digital,M,adapted_lower,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBD2.04L.19,CBD2,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD2.04L.18,CBD2,digital,M,adapted_lower,advanced-math,cubics+,,,,,
No,CBD2.04L.17,CBD2,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD2.04L.16,CBD2,digital,M,adapted_lower,geometry-and-trigonometry,rectilinear,,,,,
No,CBD2.04L.15,CBD2,digital,M,adapted_lower,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD2.04L.14,CBD2,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD2.04L.13,CBD2,digital,M,adapted_lower,algebra,linear-equations-and-inequalities,,,,,
No,CBD2.04L.12,CBD2,digital,M,adapted_lower,advanced-math,non-linear-manipulation,,,,,
No,CBD2.04L.11,CBD2,digital,M,adapted_lower,advanced-math,non-linear-manipulation,,,,,
No,CBD2.04L.10,CBD2,digital,M,adapted_lower,algebra,linear-equations-and-inequalities,,,,,
No,CBD2.04L.09,CBD2,digital,M,adapted_lower,advanced-math,absolute-value,,,,,
No,CBD2.04L.08,CBD2,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD2.04L.07,CBD2,digital,M,adapted_lower,algebra,linear-modelling,,,,,
No,CBD2.04L.06,CBD2,digital,M,adapted_lower,algebra,linear-equations-and-inequalities,,,,,
No,CBD2.04L.05,CBD2,digital,M,adapted_lower,geometry-and-trigonometry,circles,,,,,
No,CBD2.04L.04,CBD2,digital,M,adapted_lower,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBD2.04L.03,CBD2,digital,M,adapted_lower,advanced-math,exponential-functions,,,,,
No,CBD2.04L.02,CBD2,digital,M,adapted_lower,problem-solving-and-data-analysis,charts,,,,,
No,CBD2.04L.01,CBD2,digital,M,adapted_lower,algebra,linear-equations-and-inequalities,,,,,
No,CBD2.02U.27,CBD2,digital,RW,adapted_upper,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD2.02U.26,CBD2,digital,RW,adapted_upper,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD2.02U.25,CBD2,digital,RW,adapted_upper,expression-of-ideas,transitions,,,,,
No,CBD2.02U.24,CBD2,digital,RW,adapted_upper,expression-of-ideas,transitions,,,,,
No,CBD2.02U.23,CBD2,digital,RW,adapted_upper,expression-of-ideas,transitions,,,,,
No,CBD2.02U.22,CBD2,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD2.02U.21,CBD2,digital,RW,adapted_upper,standard-English-conventions,verbs,,,,,
No,CBD2.02U.20,CBD2,digital,RW,adapted_upper,standard-English-conventions,modifier-placement,,,,,
No,CBD2.02U.19,CBD2,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD2.02U.18,CBD2,digital,RW,adapted_upper,standard-English-conventions,modifier-placement,,,,,
No,CBD2.02U.17,CBD2,digital,RW,adapted_upper,standard-English-conventions,syntax,,,,,
No,CBD2.02U.16,CBD2,digital,RW,adapted_upper,standard-English-conventions,possessives,,,,,
No,CBD2.02U.15,CBD2,digital,RW,adapted_upper,information-and-ideas,inferences,,,,,
No,CBD2.02U.14,CBD2,digital,RW,adapted_upper,information-and-ideas,inferences,,,,,
No,CBD2.02U.13,CBD2,digital,RW,adapted_upper,information-and-ideas,inferences,,,,,
No,CBD2.02U.12,CBD2,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD2.02U.11,CBD2,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD2.02U.10,CBD2,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-quantitative,,,,,
No,CBD2.02U.09,CBD2,digital,RW,adapted_upper,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD2.02U.08,CBD2,digital,RW,adapted_upper,information-and-ideas,central-ideas-and-details,,,,,
No,CBD2.02U.07,CBD2,digital,RW,adapted_upper,information-and-ideas,central-ideas-and-details,,,,,
No,CBD2.02U.06,CBD2,digital,RW,adapted_upper,information-and-ideas,central-ideas-and-details,,,,,
No,CBD2.02U.05,CBD2,digital,RW,adapted_upper,craft-and-structure,cross-text-connections,,,,,
No,CBD2.02U.04,CBD2,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,C
No,CBD2.02U.03,CBD2,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,CBDL-1.2.05 (https://www.notion.so/CBDL-1-2-05-21ac63ceba8c46829a4df379849f2616?pvs=21),,B
No,CBD2.02U.02,CBD2,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,B
No,CBD2.02U.01,CBD2,digital,RW,adapted_upper,craft-and-structure,words-in-context,,,,,B
No,CBD2.04U.22,CBD2,digital,M,adapted_upper,advanced-math,quadratics,,,,,
No,CBD2.04U.21,CBD2,digital,M,adapted_upper,advanced-math,non-linear-manipulation,,,,,
No,CBD2.04U.20,CBD2,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD2.04U.19,CBD2,digital,M,adapted_upper,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBD2.04U.18,CBD2,digital,M,adapted_upper,problem-solving-and-data-analysis,conversions_word-problems,,,,,
No,CBD2.04U.17,CBD2,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD2.04U.16,CBD2,digital,M,adapted_upper,advanced-math,cubics+,,,,,
No,CBD2.04U.15,CBD2,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD2.04U.14,CBD2,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD2.04U.13,CBD2,digital,M,adapted_upper,advanced-math,quadratics,,,,,
No,CBD2.04U.12,CBD2,digital,M,adapted_upper,advanced-math,quadratics,,,,,
No,CBD2.04U.11,CBD2,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD2.04U.10,CBD2,digital,M,adapted_upper,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD2.04U.09,CBD2,digital,M,adapted_upper,problem-solving-and-data-analysis,1-var-stats,,,,,
No,CBD2.04U.08,CBD2,digital,M,adapted_upper,geometry-and-trigonometry,angles_triangles,,,,,
No,CBD2.04U.07,CBD2,digital,M,adapted_upper,algebra,linear-equations-and-inequalities,,,,,
No,CBD2.04U.06,CBD2,digital,M,adapted_upper,geometry-and-trigonometry,circles,,,,,
No,CBD2.04U.05,CBD2,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD2.04U.04,CBD2,digital,M,adapted_upper,problem-solving-and-data-analysis,statistical-inferences,,,,,
No,CBD2.04U.03,CBD2,digital,M,adapted_upper,algebra,linear-modelling,,,,,
No,CBD2.04U.02,CBD2,digital,M,adapted_upper,advanced-math,non-linear-manipulation,,,,,
No,CBD2.04U.01,CBD2,digital,M,adapted_upper,algebra,linear-equations-and-inequalities,,,,,
No,CBD3.01.27,CBD3,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD3.01.26,CBD3,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD3.01.25,CBD3,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD3.01.24,CBD3,digital,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD3.01.23,CBD3,digital,RW,standard,expression-of-ideas,transitions,,,,,
No,CBD3.01.22,CBD3,digital,RW,standard,expression-of-ideas,transitions,,,,,
No,CBD3.01.21,CBD3,digital,RW,standard,expression-of-ideas,transitions,,,,,
No,CBD3.01.20,CBD3,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD3.01.19,CBD3,digital,RW,standard,standard-English-conventions,modifier-placement,,,,,
No,CBD3.01.18,CBD3,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD3.01.17,CBD3,digital,RW,standard,standard-English-conventions,verbs,,,,,
No,CBD3.01.16,CBD3,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD3.01.15,CBD3,digital,RW,standard,standard-English-conventions,modifier-placement,,,,,
No,CBD3.01.14,CBD3,digital,RW,standard,standard-English-conventions,syntax,,,,,
No,CBD3.01.13,CBD3,digital,RW,standard,information-and-ideas,inferences,,,,,
No,CBD3.01.12,CBD3,digital,RW,standard,information-and-ideas,inferences,,,,,
No,CBD3.01.11,CBD3,digital,RW,standard,information-and-ideas,inferences,,,,,
No,CBD3.01.10,CBD3,digital,RW,standard,information-and-ideas,command-of-evidence-textual,,,,,
No,CBD3.01.09,CBD3,digital,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBD3.01.08,CBD3,digital,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBD3.01.07,CBD3,digital,RW,standard,information-and-ideas,central-ideas-and-details,,,,,
No,CBD3.01.06,CBD3,digital,RW,standard,craft-and-structure,structure-and-purpose,overall-structure,,CBDL4.01.07 (https://www.notion.so/CBDL4-01-07-ac0beb8766de44b6a0b9ffcf2b51b1cc?pvs=21),,B
No,CBD3.01.05,CBD3,digital,RW,standard,craft-and-structure,words-in-context,,,,,A
No,CBD3.01.04,CBD3,digital,RW,standard,craft-and-structure,words-in-context,,,,,C
No,CBD3.01.03,CBD3,digital,RW,standard,craft-and-structure,words-in-context,,,,,B
No,CBD3.01.02,CBD3,digital,RW,standard,craft-and-structure,words-in-context,,,,,A
No,CBD3.01.01,CBD3,digital,RW,standard,craft-and-structure,words-in-context,,,,,C
No,CBD3.02L.27,CBD3,digital,RW,adapted_lower,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD3.02L.26,CBD3,digital,RW,adapted_lower,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBD4.01.27,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.01.26,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.01.25,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.01.24,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.01.23,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.01.22,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.01.21,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.01.20,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.01.19,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.01.18,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.01.17,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.01.16,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.01.15,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.01.14,CBD4,,,,standard-English-conventions,,,,,,
No,CBD4.01.13,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.01.12,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.01.11,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.01.10,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.01.09,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.01.08,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.01.07,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.01.06,CBD4,,,,information-and-ideas,,,,,,
No,CBD4.01.05,CBD4,,,,craft-and-structure,words-in-context,,,,,B
No,CBD4.01.04,CBD4,,,,craft-and-structure,words-in-context,,,,,D
No,CBD4.01.03,CBD4,,,,craft-and-structure,words-in-context,,,,,A
No,CBD4.01.02,CBD4,,,,craft-and-structure,words-in-context,,,,,B
No,CBD4.01.01,CBD4,,,,expression-of-ideas,,,,,,
No,CBD4.02U.27,CBD4,,,,expression-of-ideas,,,,,,
No,CBDL4.01.33,CBDL4,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL4.01.32,CBDL4,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL4.01.31,CBDL4,digital-linear,RW,standard,expression-of-ideas,rhetorical-synthesis,,,,,
No,CBDL4.01.30,CBDL4,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL4.01.29,CBDL4,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL4.01.28,CBDL4,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL4.01.27,CBDL4,digital-linear,RW,standard,expression-of-ideas,transitions,,,,,
No,CBDL4.01.26,CBDL4,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL4.01.25,CBDL4,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL4.01.24,CBDL4,digital-linear,RW,standard,standard-English-conventions,modifier-placement,,,,,
No,CBDL4.01.23,CBDL4,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL4.01.22,CBDL4,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
No,CBDL4.01.21,CBDL4,digital-linear,RW,standard,standard-English-conventions,syntax,,,,,
No,CBDL4.01.20,CBDL4,digital-linear,RW,standard,standard-English-conventions,verbs,,,,,
